smiles,smiles,ratio,temperature,value
[Br-].CCCC[N+](CCCC)(CCCC)CCCC,NCCO,1:4,298.15,35.80
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:3,313.00,48.90
[Cl-].C[N+](C)(C)CCO,OCCCCO,1:19,295.00,46.30
NCCCN,OCCCCO,1:15.67,313.15,44.10
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:9,323.00,57.90
[Cl-].C[N+](C)(C)CCO,OCCCCO,1:9,299.00,46.40
[Cl-].C[N+](C)(C)CCO,CCC(O)CO,1:5.67,305.00,33.10
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:5.25,303.15,49.27
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:16,303.15,47.68
[Cl-].C[N+](C)(C)CCO,CCC(O)CO,1:5.67,297.00,33.70
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:2,298.15,47.51
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,1:4,293.00,62.74
[Cl-].C[N+](C)(C)CCO,NC(N)=O,1:2,425.00,38.70
[Cl-].C[N+](C)(C)CCO,OCCCCCCO,1:4,321.50,43.00
[Cl-].CC[NH3+],NC(N)=O,1:1.5,313.15,52.90
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:16,333.15,41.17
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,CN(CCO)CCO,1:7,303.15,42.87
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,NCCO,1:6,328.15,46.70
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CCCNC(N)=N)C(O)=O,7:1,353.15,35.80
NCCCN,OCCCCO,1:4.65,298.15,45.51
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CC(O)=O)C(O)=O,10:1,333.15,37.90
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,2.5:1,308.15,73.00
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:5.25,298.15,49.85
[Br-].CCC[N+](CCC)(CCC)CCC,OCC(O)CO,1:2,313.15,50.25
CC(C)C1CCC(C)CC1O,CCCCCCCC(O)=O,2:1,333.27,18.98
[Br-].CCC[N+](CCC)(CCC)CCC,OCCO,1:4,353.15,42.21
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,CN(CCO)CCO,1:7,333.15,41.64
[Cl-].C[N+](C)(C)CCO,OCCO,1:19,277.00,48.00
CC(C)(C)NCCO.Cl,OCCO,1:2,298.15,51.29
[Cl-].C[N+](C)(C)CCO,OCCCCCCO,1:4,329.00,42.60
CC(C)C1CCC(C)CC1O,CCCCCCCC(O)=O,2:1,303.77,20.53
OCCOCCOCCOCCOCCO,CC(O)C(O)=O,4:1,298.00,45.17
[Br-].CCC[N+](CCC)(CCC)CCC,OCC(O)CO,1:3,353.15,48.50
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,CN(CCO)CCO,1:10,323.15,41.53
NCCCN,OCCCCO,1:0.44,318.15,42.38
[Cl-].C[N+](C)(C)CCO,CC(O)CCO,1:9,297.00,37.80
CC(C)(C)NCCO.Cl,OCC(O)CO,1:4,308.15,58.13
[Cl-].C[N+](C)(C)CCO,OCCO,1:19,283.00,47.10
OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,NC(N)=S,4:1,318.00,41.83
NCCCN,OCCCCO,1:1.92,303.15,45.50
[Cl-].C[N+](C)(C)CCO,OCCCCO,1:4,303.00,46.80
[Cl-].C[N+](C)(C)CCO,OC(=O)C(O)(c1ccccc1)c2ccccc2,1:1,338.15,50.32
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CC(O)=O)C(O)=O,9:1,353.15,33.90
[Br-].CCCC[N+](CCCC)(CCCC)CCCC,NCCO,1:5,338.15,34.60
[Br-].CCC[N+](CCC)(CCC)CCC,OCCO,1:4,343.15,43.20
[Cl-].[Cl-].[Zn++],OCCO,1:4,301.02,54.93
[Cl-].C[N+](C)(C)CCO,OC1(O)C(=O)c2ccccc2C1=O,1:0.75,323.15,62.01
OCCOCCOCCOCCOCCO,CC(O)C(O)=O,4:1,318.00,44.00
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,CSCC[C@H](N)C(O)=O,9:1,313.15,41.80
[Cl-].C[N+](C)(C)CCO,CCC(O)CO,1:5.67,303.00,33.20
[Cl-].C[N+](C)(C)CCO,OCCO,1:3,291.00,48.60
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CCCNC(N)=N)C(O)=O,8:1,323.15,39.00
CC(N(C)C)C(O)=O,O[C@@H](C(O)=O)c1ccccc1,1:1,298.15,64.50
CC(C)(C)NCCO.Cl,NC(=O)C(F)(F)F,1:2,298.15,40.27
[Br-].CCCC[N+](CCCC)(CCCC)CCCC,NCCO,1:3,318.15,34.80
[Cl-].C[N+](C)(C)CCO,OCCCCCCO,1:3,324.00,43.30
[Br-].CCCC[N+](CCCC)(CCCC)CCCC,NCCO,1:5,318.15,35.20
[Cl-].C[N+](C)(C)CCO,OCCO,1:5.67,279.00,51.20
NCCCN,OCCCCO,1:0.67,308.15,44.20
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CCC(O)=O)C(O)=O,9:1,333.15,32.40
CC(C)(C)NCCO.Cl,OCCOCCO,1:3,343.00,37.63
CC(C)C1CCC(C)CC1O,CCCCCCCC(O)=O,1:3,323.58,20.10
[Cl-].C[N+](C)(C)CCO,NCCO,1:8,298.15,49.60
[Cl-].C[N+](C)(C)CCO,OC1(O)C(=O)c2ccccc2C1=O,1:0.75,318.15,62.57
[Cl-].C[N+](C)(C)CCO,CC(O)C(C)O,1:19,309.00,32.60
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:16,298.15,48.25
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:9,308.00,59.50
[Cl-].C[N+](C)(C)CCO,OC1(O)C(=O)c2ccccc2C1=O,1:0.75,333.15,61.02
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,NCCO,1:5,338.15,45.60
[Cl-].C[N+](C)(C)CCO,CC(O)C(C)O,1:4,303.00,34.50
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,1:4,318.15,47.33
CC(C)(C)NCCO.Cl,OCC(O)CO,1:4,303.15,58.75
[Cl-].C[N+](C)(C)CCO,NCCO,1:8,358.15,45.00
[Cl-].C[N+](C)(C)CCO,OCCCCO,1:5.67,309.00,46.00
CC(C)C1CCC(C)CC1O,CCCCCCCC(O)=O,1:1,303.04,25.67
[Cl-].C[N+](C)(C)CCO,OCCCCO,1:4,293.00,47.40
[Cl-].C[N+](C)(C)CCO,OCCCCCCO,1:9,331.50,41.50
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CC(O)=O)C(O)=O,10:1,353.15,34.40
[Cl-].C[N+](C)(C)CCO,OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,1:4,318.00,44.39
[Cl-].C[N+](C)(C)CCO,NCCO,1:6,348.15,45.5893
[Cl-].C[N+](C)(C)CCO,OCCCCO,1:5.67,297.00,46.80
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CC(O)=O)C(O)=O,9:1,343.15,35.10
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:2,318.00,53.80
[Br-].CCC[N+](CCC)(CCC)CCC,OCCO,1:5,303.15,46.99
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,1:4,328.15,46.35
[Cl-].C[N+](C)(C)CCO,OCCOCCO,1:2,303.00,44.44
[Cl-].C[N+](C)(C)CCO,CCC(O)CO,1:5.67,295.00,33.90
OCCOCCOCCOCCOCCO,CNC(C)=O,1:2,308.00,39.90
[Cl-].C[N+](C)(C)CCO,CCC(O)CO,1:9,307.00,32.00
CC(C)(C)NCCO.Cl,OCCO,1:3,308.15,46.53
[Cl-].C[N+](C)(C)CCO,OCCO,1:3,285.00,49.40
[Cl-].C[N+](C)(C)CCO,CC(O)C(C)O,1:5.67,297.00,34.60
C[N+](C)(C)CC([O-])=O,CC(O)C(O)=O,1:2,313.15,45.40
[Br-].CCCC[N+](CCCC)(CCCC)CCCC,NCCO,1:6,348.15,34.40
[Cl-].C[N+](C)(C)CCO,OCCCCCCO,1:9,321.50,42.30
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:2.33,313.00,46.70
[Br-].CC[N+](CC)(CC)CC,CCCC[NH3+],1:1,348.15,43.34
[Cl-].C[N+](C)(C)CCO,OCCCCO,1:5.67,293.00,46.90
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CC(O)=O)C(O)=O,10:1,343.15,36.10
NCCCN,OCCCCO,1:1.23,313.15,44.63
CC(C)(C)NCCO.Cl,OCCO,1:2,328.15,48.12
[Cl-].C[N+](C)(C)CCO,CC(O)CCO,1:4,307.00,38.50
CC(C)(C)NCCO.Cl,OCCO,1:2,318.15,49.14
[Cl-].C[N+](C)(C)CCO,NCCO,1:8,318.15,47.90
CC(C)C1CCC(C)CC1O,CCCCCCCC(O)=O,1:3,328.93,19.73
[Cl-].C[N+](C)(C)CCO,CC(O)CCO,1:19,303.00,33.40
[Cl-].C[N+](C)(C)CCO,NC(N)=O,1:2,313.15,52.70
NCCCN,OCCCCO,1:2.47,308.15,45.32
[Cl-].[Cl-].[Zn++],OCCCCCCO,1:3,303.00,45.71
[Cl-].C[N+](C)(C)CCO,CCC(O)CO,1:4,307.00,33.50
NCCCN,OCCCCO,1:1.92,313.15,44.87
NCCCN,OCCCCO,1:0.15,318.15,40.06
[Cl-].C[N+](C)(C)CCO,OCCOCCOCCOCCOCCO,1:4,298.00,55.03
[Br-].CCC[N+](CCC)(CCC)CCC,OCCOCCOCCO,1:2.5,343.15,42.78
NCCCN,OCCCCO,1:0.55,298.15,44.78
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,1:4,343.00,34.73
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:2,338.15,69.44
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:10,328.15,42.27
[Cl-].C[N+](C)(C)CCO,CC(O)C(C)O,1:4,307.00,34.00
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,2.5:1,358.15,63.00
CC(C)C1CCC(C)CC1O,CCCCCCCC(O)=O,1:1,318.12,22.74
[Cl-].C[N+](C)(C)CCO,CC(O)CCO,1:9,307.00,36.20
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:16,343.15,42.38
[Br-].CC[N+](CC)(CC)CC,CCCC[NH3+],1:1,338.15,45.51
[Cl-].C[N+](C)(C)CCO,OCCCCO,1:9,293.00,46.80
CC(C)C1CCC(C)CC1O,CCCCCCCC(O)=O,1:2,308.53,24.25
CC(C)C1CCC(C)CC1O,CCCCCCCC(O)=O,1:2,313.17,23.90
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:5.25,328.15,47.03
[Cl-].C[N+](C)(C)CCO,OCCCCO,1:4,311.00,46.20
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,CN(CCO)CCO,1:16,313.15,41.20
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:2,348.15,68.91
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,NCCO,1:7,328.15,47.20
CCCC[N+](CCCC)(CCCC)CCCC.O[S]([O-])(=O)=O,OC1(O)C(=O)c2ccccc2C1=O,1:0.75,318.15,41.20
CC(C)(C)NCCO.Cl,OCC(O)CO,1:2,328.15,55.16
[Cl-].C[N+](C)(C)CCO,OCCCCO,1:5.67,305.00,46.30
[Cl-].C[N+](C)(C)CCO,CC(O)CCO,1:4,295.00,39.80
[Br-].CCCC[N+](CCCC)(CCCC)CCCC,NCCO,1:5,308.15,35.60
NCCCN,OCCCCO,1:4.65,293.15,46.15
[Cl-].C[N+](C)(C)CCO,CCC(O)CO,1:19,307.00,31.60
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:2.33,318.00,46.40
NCCCN,OCCCCO,1:0.09,298.15,41.76
NCCCN,OCCCCO,1:0.21,313.15,41.13
NCCCN,OCCCCO,1:0.04,298.15,41.53
CC(C)(C)NCCO.Cl,OCCO,1:3,328.15,44.57
[Cl-].C[N+](C)(C)CCO,CCC(O)CO,1:19,301.00,32.10
O=C1CCC[C@@H]2[C@H]3CCCN4CCC[C@@H](CN12)[C@@H]34,COc1ccc(C(C)=O)c(O)c1,3:7,323.15,39.92
[Cl-].[Cl-].[Zn++],NC(N)=O,1:3.5,298.01,71.95
CCCC[N+](CCCC)(CCCC)CCCC.O[S]([O-])(=O)=O,OC1(O)C(=O)c2ccccc2C1=O,1:0.75,323.15,40.20
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,2:1,298.15,74.00
[Cl-].C[N+](C)(C)CCO,NCCO,1:7,318.15,47.80
[Cl-].C[N+](C)(C)CCO,CC(O)CCO,1:5.67,311.00,36.90
[Br-].CCCC[N+](CCCC)(CCCC)CCCC,NCCO,1:6,298.15,36.10
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CC(O)=O)C(O)=O,9:1,333.15,36.60
O=C1CCC[C@@H]2[C@H]3CCCN4CCC[C@@H](CN12)[C@@H]34,COc1ccc(C(C)=O)c(O)c1,5:5,343.15,39.79
CC(C)(C)NCCO.Cl,OCC(O)CO,1:4,328.15,55.92
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,CN(CCO)CCO,1:10,303.15,42.50
[Br-].CC[NH3+],OCC(O)CO,1:2,298.15,57.60
[Cl-].C[N+](C)(C)CCO,CCC(O)CO,1:9,303.00,32.60
O=C1CCC[C@@H]2[C@H]3CCCN4CCC[C@@H](CN12)[C@@H]34,COc1ccc(C(C)=O)c(O)c1,3:7,313.15,40.89
[Cl-].C[N+](C)(C)CCO,OC(=O)CC(O)=O,1:1,298.15,65.70
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,308.15,68.00
C[N+](C)(C)CC([O-])=O,CC(O)C(O)=O,1:2,293.15,46.30
O=C1CCC[C@@H]2[C@H]3CCCN4CCC[C@@H](CN12)[C@@H]34,COc1ccc(C(C)=O)c(O)c1,4:6,323.15,40.89
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CCC(O)=O)C(O)=O,9:1,343.15,31.50
[Cl-].C[N+](C)(C)CCO,CC(O)C(C)O,1:19,301.00,33.50
NCCCN,OCCCCO,1:1.23,298.15,46.09
NCCCN,OCCCCO,1:0.35,303.15,42.99
[Cl-].C[N+](C)(C)CCO,OCCOCCOCCOCCOCCO,1:6,313.00,50.82
OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,NC(N)=S,4:1,338.00,40.70
CC(N(C)C)C(O)=O,OCC(O)=O,2:1,298.15,55.92
CC(C)(C)NCCO.Cl,OCCO,1:2,323.15,48.67
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:4,303.00,56.60
[Cl-].C[N+](C)(C)CCO,CC(O)C(C)O,1:4,309.00,33.70
[Cl-].C[N+](C)(C)CCO,NC(N)=O,1:2,303.15,54.90
[Cl-].C[N+](C)(C)CCO,OCCOCCOCCOCCOCCO,1:5,333.00,39.23
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:19,323.00,59.30
[Cl-].C[N+](C)(C)CCO,CCC(O)CO,1:9,295.00,33.40
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,NCCO,1:5,328.15,46.40
[Cl-].C[N+](C)(C)CCO,OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,1:4,308.00,45.08
[Br-].CCCC[N+](CCCC)(CCCC)CCCC,NCCO,1:3,338.15,34.00
OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,NC(N)=S,4:1,298.00,42.22
[Cl-].C[N+](C)(C)CCO,CC(O)CCO,1:4,299.00,39.60
[Br-].CCC[N+](CCC)(CCC)CCC,OCC(O)CO,1:4,333.15,50.66
[Cl-].C[N+](C)(C)CCO,CCC(O)CO,1:5.67,293.00,34.20
CC(C)(C)NCCO.Cl,OCCO,1:3,318.15,45.55
[Cl-].C[N+](C)(C)CCO,NC(N)=O,1:2,333.15,48.10
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1.5:1,358.15,61.30
NCCCN,OCCCCO,1:0.82,318.15,43.78
[Cl-].C[N+](C)(C)CCO,NC(N)=O,1:2,343.15,45.90
[Cl-].C[N+](C)(C)CCO,OCCO,1:5.67,281.00,51.00
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:16,338.15,40.55
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:5.67,318.00,58.10
[Br-].CCCC[N+](CCCC)(CCCC)CCCC,OCCO,1:2,298.15,53.31
[Cl-].C[N+](C)(C)CCO,OCCCCO,1:4,297.00,47.10
O=C1CCC[C@@H]2[C@H]3CCCN4CCC[C@@H](CN12)[C@@H]34,COc1ccc(C(C)=O)c(O)c1,4:6,303.15,43.15
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,1:4,343.15,44.90
OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,NC(N)=S,4:1,328.00,41.10
[Cl-].C[N+](C)(C)CCO,OCCCCO,1:3,293.00,47.60
[Cl-].C[N+](C)(C)CCO,OCCOCCOCCOCCOCCO,1:5,323.00,42.04
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:4,328.00,54.40
[Cl-].C[N+](C)(C)CCO,OC(=O)COCC(O)=O,1:1,303.15,67.69
[Cl-].C[N+](C)(C)CCO,NCCO,1:6,298.15,48.2755
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:10,323.15,42.96
[Cl-].C[N+](C)(C)CCO,OCCCCO,1:4,309.00,46.30
[Cl-].C[N+](C)(C)CCO,OCCCCCCO,1:5.67,324.00,42.40
[Cl-].C[N+](C)(C)CCO,NCCO,1:6,328.15,46.7494
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,CN(CCO)CCO,1:10,298.15,42.80
[Cl-].C[N+](C)(C)CCO,OCCOCCOCCOCCOCCO,1:6,323.00,50.99
NCCCN,OCCCCO,1:1.92,318.15,44.73
[Cl-].C[N+](C)(C)CCO,OCCO,1:5.67,287.00,50.20
NCCCN,OCCCCO,1:0.21,298.15,42.76
[Cl-].C[N+](C)(C)CCO,NCCO,1:5,358.15,44.40
[Cl-].[Cl-].[Zn++],CC(N)=O,1:4,307.02,49.04
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:10,303.15,45.66
[Cl-].C[N+](C)(C)CCO,OCCCCCCO,1:9,329.00,41.60
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:9,313.00,59.00
[Cl-].C[N+](C)(C)CCO,CC(O)CCO,1:19,311.00,31.90
[Cl-].C[N+](C)(C)CCO,OCCCCO,1:9,311.00,45.80
[Cl-].C[N+](C)(C)CCO,OCCO,1:4,291.00,49.20
CCCC[N+](CCCC)(CCCC)CCCC.O[S]([O-])(=O)=O,OC1(O)C(=O)c2ccccc2C1=O,1:0.75,313.15,42.30
[Cl-].C[N+](C)(C)CCO,OC(=O)C(O)(c1ccccc1)c2ccccc2,1:1,348.15,48.01
