smiles,smiles,ratio,temperature,value
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:5.25,318.15,48.01
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CCCNC(N)=N)C(O)=O,7:1,323.15,37.90
[Cl-].C[N+](C)(C)CCO,OCCCCO,1:19,303.00,45.80
CC(C)(C)NCCO.Cl,NC(=O)C(F)(F)F,1:2,318.15,38.36
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,2:1,318.15,70.00
[Cl-].C[N+](C)(C)CCO,OC1(O)C(=O)c2ccccc2C1=O,1:0.75,328.15,61.51
[Cl-].C[N+](C)(C)CCO,CC(O)CCO,1:4,303.00,39.20
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,2:1,358.15,68.60
CCCC[N+](CCCC)(CCCC)CCCC.O[S]([O-])(=O)=O,OC(=O)COCC(O)=O,1:1,323.15,43.39
[Cl-].C[N+](C)(C)CCO,OCCO,1:9,285.00,48.30
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CC(O)=O)C(O)=O,11:1,313.15,43.40
[Cl-].C[N+](C)(C)CCO,CC(O)CCO,1:9,311.00,35.70
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCC(O)CO,1:3,303.15,58.81
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,2:1,298.15,71.10
[Cl-].C[N+](C)(C)CCO,OCCOCCO,1:2,313.00,42.81
[Cl-].C[N+](C)(C)CCO,CC(O)CCO,1:19,297.00,34.00
CCCC[N+](CCCC)(CCCC)CCCC.O[S]([O-])(=O)=O,CCCC[NH3+],1:1,343.15,40.79
[Cl-].C[N+](C)(C)CCO,CCC(O)CO,1:9,293.00,33.70
[Cl-].C[N+](C)(C)CCO,Oc1ccccc1,1:2,298.15,35.46
[Br-].CCC[N+](CCC)(CCC)CCC,OCC(O)CO,1:3,333.15,49.94
CC(C)C1CCC(C)CC1O,CCCCCCCC(O)=O,1:3,308.73,21.65
[Cl-].C[N+](C)(C)CCO,CC(O)C(C)O,1:19,293.00,34.20
[Cl-].C(c1ccccc1)[P+](c2ccccc2)(c3ccccc3)c4ccccc4,OCCOCCO,1:7,353.00,32.71
[Br-].CCCC[N+](CCCC)(CCCC)CCCC,OC(=O)C(O)=O,1:1,298.15,42.70
[Cl-].C[N+](C)(C)CCO,CCC(O)CO,1:4,297.00,34.30
[Cl-].CC(=O)OCC[N+](C)(C)C,NC(N)=O,1:2,313.15,65.1
[Br-].CCC[N+](CCC)(CCC)CCC,OCCO,1:3,303.15,46.27
[Cl-].C[N+](C)(C)CCO,OCCCCCCO,1:5.67,329.00,42.20
[Cl-].C[N+](C)(C)CCO,OCCO,1:9,293.00,47.50
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,1:10,338.15,41.46
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:16,323.15,42.33
[Cl-].C[N+](C)(C)CCO,OCCCCCCO,1:4,319.00,43.10
[Br-].CCC[N+](CCC)(CCC)CCC,OCCOCCOCCO,1:2.5,323.15,44.64
[Cl-].C[N+](C)(C)CCO,CCC(O)CO,1:19,295.00,32.80
CC(C)(C)NCCO.Cl,NC(=O)C(F)(F)F,1:2,313.15,38.79
OCCOCCOCCOCCOCCO,CNC(C)=O,4:1,328.00,42.14
[Cl-].C[N+](C)(C)CCO,OCCO,1:2.33,291.00,47.70
[Cl-].C[N+](C)(C)CCO,CC(O)C(C)O,1:4,293.00,35.60
[Cl-].C[N+](C)(C)CCO,CCC(O)CO,1:4,309.00,33.40
[Cl-].C[N+](C)(C)CCO,OCCOCCOCCOCCOCCO,1:6,303.00,51.05
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,1:10,318.15,43.96
CC(C)C1CCC(C)CC1O,CCCCCCCC(O)=O,2:1,323.52,19.52
[Cl-].C[N+](C)(C)CCO,OCCOCCOCCOCCOCCO,1:4,343.00,44.20
[Cl-].C[N+](C)(C)CCO,CC(O)C(C)O,1:19,297.00,33.70
[Cl-].C[N+](C)(C)CCO,CC(O)C(C)O,1:4,301.00,34.70
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,318.15,66.00
CC(C)(C)NCCO.Cl,OCCO,1:2,303.15,50.74
[Cl-].C[N+](C)(C)CCO,CC(O)C(O)=O,1:2,319.20,46.70
[Cl-].C[N+](C)(C)CCO,OCCOCCOCCOCCOCCO,1:4,333.00,46.40
CC(N(C)C)C(O)=O,OC(=O)Cc1ccccc1,2:1,298.15,40.74
[Cl-].C[N+](C)(C)CCO,CCC(O)CO,1:19,305.00,31.70
[Cl-].C[N+](C)(C)CCO,OCCCCCCO,1:19,324.00,41.50
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:9,328.00,57.50
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CCCNC(N)=N)C(O)=O,7:1,333.15,37.20
[Cl-].C[N+](C)(C)CCO,OCCO,1:2.33,293.00,47.50
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:4,298.00,57.00
OCCOCCOCCOCCOCCO,NC(N)=S,4:1,308.00,44.21
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CC(O)=O)C(O)=O,11:1,343.15,37.10
OCCOCCOCCOCCOCCO,CC(O)C(O)=O,4:1,338.00,42.30
[Br-].CCC[N+](CCC)(CCC)CCC,OCCOCCOCCO,1:4,353.15,42.28
[Cl-].C[N+](C)(C)CCO,OCCO,1:5.67,283.00,50.70
[Br-].CCC[N+](CCC)(CCC)CCC,OCCOCCOCCO,1:2.5,303.15,46.55
[Cl-].C[N+](C)(C)CCO,CC(O)C(O)=O,1:2,328.60,46.20
[Cl-].C[N+](C)(C)CCO,OC(=O)C(O)(c1ccccc1)c2ccccc2,1:1,343.15,49.10
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,NCCO,1:5,298.15,48.90
[Cl-].C[N+](C)(C)CCO,OC(=O)CC(O)=O,1:1,325.15,64.40
[Br-].CCCC[N+](CCCC)(CCCC)CCCC,NCCO,1:4,338.15,34.30
CC(C)(C)NCCO.Cl,NC(=O)C(F)(F)F,1:2,303.15,39.78
[Cl-].C[N+](C)(C)CCO,OCCOCCOCCOCCOCCO,1:7,313.00,50.71
[Cl-].C[N+](C)(C)CCO,OCCO,1:9,287.00,48.00
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:3,328.00,47.60
CC(C)c1ccc(C)cc1O,CCCCCCCCCC(O)=O,1:2,298.15,28.43
[Cl-].C[N+](C)(C)CCO,CC(O)C(C)O,1:5.67,309.00,33.30
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:5.25,308.15,48.85
[Cl-].C[N+](C)(C)CCO,OCCCCCCO,1:19,331.50,41.10
[Cl-].C[N+](C)(C)CCO,OCCCCO,1:4,301.00,46.90
CC(C)(C)NCCO.Cl,OCC(O)CO,1:2,323.15,55.73
[Cl-].C[N+](C)(C)CCO,CCC(O)CO,1:5.67,307.00,33.00
[Cl-].C[N+](C)(C)CCO,OCCCCCCO,1:19,316.50,42.30
[Cl-].C[N+](C)(C)CCO,OCCOCCOCCOCCOCCO,1:7,298.00,51.54
[Cl-].C[N+](C)(C)CCO,OCCO,1:2.33,287.00,48.20
[Br-].CCCC[N+](CCCC)(CCCC)CCCC,OC(=O)CC(O)=O,1:1,298.15,38.20
OCCOCCOCCOCCOCCO,CNC(C)=O,4:1,338.00,41.48
NCCCN,OCCCCO,1:2.47,293.15,46.69
[Cl-].C[N+](C)(C)CCO,CC(O)C(C)O,1:19,305.00,33.00
CC(C)C1CCC(C)CC1O,CCCCCCCC(O)=O,3:1,303.88,23.00
NCCCN,OCCCCO,1:1.23,308.15,45.23
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,CN(CCO)CCO,1:7,298.15,43.06
CC(C)(C)NCCO.Cl,NC(=O)C(F)(F)F,1:2,328.15,37.51
[Cl-].C[N+](C)(C)CCO,OCCCCO,1:5.67,301.00,46.50
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,348.15,61.00
[Cl-].C[N+](C)(C)CCO,OCCCCCCO,1:19,329.00,41.20
OCCOCCOCCOCCOCCO,CNC(C)=O,1:2,318.00,39.28
[Cl-].C[N+](C)(C)CCO,NCCO,1:7,298.15,49.20
[Cl-].C[N+](C)(C)CCO,OCCO,1:2,285.00,49.10
CC(C)(C)NCCO.Cl,OCC(O)CO,1:2,303.15,58.33
CCCC[N+](CCCC)(CCCC)CCCC.O[S]([O-])(=O)=O,CCCC[NH3+],1:1,353.15,38.98
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:5.25,323.15,47.49
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:2,303.15,47.06
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:2,298.15,71.71
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:9,318.00,58.40
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,2:1,308.15,70.40
[Cl-].C(c1ccccc1)[P+](c2ccccc2)(c3ccccc3)c4ccccc4,OCCOCCO,1:7,303.00,65.24
[Cl-].C[N+](C)(C)CCO,NCCO,1:6,318.15,47.3597
NCCCN,OCCCCO,1:0.35,298.15,43.95
CC(C)C1CCC(C)CC1O,CC1(C)C2CCC1(C)C(O)C2,7:3,298.15,28.90
[Cl-].C[N+](C)(C)CCO,OCCCCCCO,1:4,326.50,42.60
[Cl-].C[N+](C)(C)CCO,OC1(O)C(=O)c2ccccc2C1=O,1:0.75,313.15,63.12
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CCC(O)=O)C(O)=O,8:1,353.15,36.10
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:16,313.15,46.39
[Cl-].C(c1ccccc1)[P+](c2ccccc2)(c3ccccc3)c4ccccc4,OCCOCCO,1:7,293.00,66.68
[Cl-].C[N+](C)(C)CCO,OCCO,1:3,283.00,49.60
NCCCN,OCCCCO,1:2.47,318.15,44.63
[Cl-].C[N+](C)(C)CCO,CCC(O)CO,1:4,303.00,33.90
[Cl-].C[N+](C)(C)CCO,CC(O)CCO,1:4,309.00,38.30
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1.5:1,318.15,69.50
[Cl-].C[N+](C)(C)CCO,OCCCCO,1:5.67,307.00,46.10
NCCCN,OCCCCO,1:1,318.15,44.21
[Cl-].CC[NH3+],NC(=O)C(F)(F)F,1:1.5,313.15,30.10
CC(C)C1CCC(C)CC1O,CCCCCCCC(O)=O,1:2,298.00,25.72
[Cl-].C[N+](C)(C)CCO,OCCO,1:4,285.00,49.70
[Cl-].C[N+](C)(C)CCO,NCCO,1:5,298.15,48.20
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,1:4,328.15,44.30
[Cl-].C[N+](C)(C)CCO,CC(O)CCO,1:5.67,293.00,39.00
[Cl-].C[N+](C)(C)CCO,OCCO,1:19,285.00,46.80
[Br-].CCC[N+](CCC)(CCC)CCC,OCC(O)CO,1:2,353.15,45.77
[Br-].CCCC[N+](CCCC)(CCCC)CCCC,NCCO,1:3,348.15,33.60
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCC(O)CO,1:3,318.15,57.06
[Cl-].C[N+](C)(C)CCO,CCC(O)CO,1:9,301.00,32.80
[Cl-].C[N+](C)(C)CCO,NCCO,1:7,338.15,46.40
[Br-].CCCC[N+](CCCC)(CCCC)CCCC,NCCO,1:4,358.15,33.50
NCCCN,OCCCCO,1:0.15,308.15,41.07
O=C1CCC[C@@H]2[C@H]3CCCN4CCC[C@@H](CN12)[C@@H]34,COc1ccc(C(C)=O)c(O)c1,4:6,343.15,38.80
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,NCCO,1:7,338.15,46.30
CC(N(C)C)C(O)=O,OC(=O)c1occc1,2:1,298.15,32.30
[Cl-].C[N+](C)(C)CCO,CC(O)CCO,1:19,309.00,32.30
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,358.15,59.00
[Cl-].C[N+](C)(C)CCO,CC(O)CCO,1:9,309.00,35.90
[Cl-].C[N+](C)(C)CCO,OCCOCCO,1:2,323.00,41.85
[Br-].CCC[N+](CCC)(CCC)CCC,OCCOCCOCCO,1:3,333.15,43.59
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:16,308.15,47.01
NCCCN,OCCCCO,1:0.55,318.15,42.90
[Br-].CCCC[N+](CCCC)(CCCC)CCCC,NCCO,1:6,338.15,34.70
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:9,298.00,61.00
[Cl-].C[N+](C)(C)CCO,CC(O)C(C)O,1:19,311.00,32.30
O=C1CCC[C@@H]2[C@H]3CCCN4CCC[C@@H](CN12)[C@@H]34,COc1ccc(C(C)=O)c(O)c1,4:6,328.15,40.34
[Br-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCO,1:2,343.00,35.50
[Cl-].C[N+](C)(C)CCO,OCCCCCCO,1:5.67,331.50,42.00
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,1:4,313.15,47.83
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCC(O)CO,1:3,328.15,55.95
NCCCN,OCCCCO,1:0.82,293.15,46.02
[Cl-].C[N+](C)(C)CCO,CC(O)CCO,1:19,295.00,34.20
[Br-].CCCC[N+](CCCC)(CCCC)CCCC,CCC(O)=O,1:1,298.15,32.40
CC(C)(C)NCCO.Cl,OCCOCCO,1:3,333.00,45.21
[Cl-].C[N+](C)(C)CCO,OCCO,1:19,279.00,47.80
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:4,303.15,50.74
[Cl-].C[N+](C)(C)CCO,OCCCCO,1:9,297.00,46.60
[Cl-].C[N+](C)(C)CCO,OCCO,1:4,279.00,50.20
[Cl-].C[N+](C)(C)CCO,CC(O)CCO,1:4,301.00,39.20
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,2.5:1,293.15,75.00
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CCCNC(N)=N)C(O)=O,7:1,343.15,36.50
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CCC(O)=O)C(O)=O,9:1,353.15,31.20
[Cl-].C[N+](C)(C)CCO,CCC(O)CO,1:9,311.00,31.70
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,CN(CCO)CCO,1:10,343.15,40.58
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:2,328.15,44.64
NCCCN,OCCCCO,1:0.67,298.15,45.28
OCCOCCOCCOCCOCCO,CNC(C)=O,4:1,318.00,42.73
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:4,323.15,48.66
O=C1CCC[C@@H]2[C@H]3CCCN4CCC[C@@H](CN12)[C@@H]34,COc1ccc(C(C)=O)c(O)c1,5:5,303.15,43.36
[Cl-].C[N+](C)(C)CCO,OCCCCCCO,1:9,334.50,41.30
[Cl-].C[N+](C)(C)CCO,OCCCCO,1:5.67,303.00,46.40
[Cl-].C[N+](C)(C)CCO,OCCCCCCO,1:5.67,321.50,42.50
CCCC[N+](CCCC)(CCCC)CCCC.O[S]([O-])(=O)=O,CCCC[NH3+],1:1,348.15,39.87
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,293.15,73.10
CCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,OCCO,1:2,298.15,38.00
[Br-].CCC[N+](CCC)(CCC)CCC,OCCO,1:4,313.15,45.47
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:5.67,323.00,57.60
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:2,293.00,55.80
CCCC[N+](CCCC)(CCCC)CCCC.O[S]([O-])(=O)=O,CCCC[NH3+],1:1,338.15,41.68
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCO,1:4,338.15,43.36
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,CN(CCO)CCO,1:16,323.15,40.71
CCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,OCCO,1:4,298.15,38.40
CC(C)C1CCC(C)CC1O,CCCCCCCC(O)=O,3:1,323.61,20.72
CC(C)(C)NCCO.Cl,OCCOCCO,1:3,323.00,56.00
[Br-].CCCC[N+](CCCC)(CCCC)CCCC,NCCO,1:4,348.15,33.90
[Cl-].C[N+](C)(C)CCO,NCCO,1:8,338.15,46.40
O=C1CCC[C@@H]2[C@H]3CCCN4CCC[C@@H](CN12)[C@@H]34,COc1ccc(C(C)=O)c(O)c1,4:6,313.15,42.08
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,N[C@@H](CCC(O)=O)C(O)=O,8:1,323.15,38.90
[Cl-].C[N+](C)(C)CCO,OCCOCCOCCOCCOCCO,1:5,298.00,48.39
O=C1CCC[C@@H]2[C@H]3CCCN4CCC[C@@H](CN12)[C@@H]34,COc1ccc(C(C)=O)c(O)c1,4:6,318.15,41.49
CC(C)C1CCC(C)CC1O,CCCCCCCC(O)=O,3:1,314.39,21.81
[Cl-].C[N+](C)(C)CCO,NCCO,1:5,318.15,46.90
[Cl-].C[N+](C)(C)CCO,OCCCCO,1:3,299.00,47.40
NCCCN,OCCCCO,1:15.67,303.15,44.45
CC(C)C1CCC(C)CC1O,CCCCCCCC(O)=O,1:3,318.88,20.56
[Cl-].C[N+](C)(C)CCO,OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,1:4,298.00,45.62
CC(C)C1CCC(C)CC1O,CCCCCCCC(O)=O,2:1,318.81,19.70
[Cl-].C[N+](C)(C)CCO,OCCO,1:9,283.00,48.60
[Cl-].C[N+](C)(C)CCO,OCCO,1:2.33,279.00,49.20
O=C1CCC[C@@H]2[C@H]3CCCN4CCC[C@@H](CN12)[C@@H]34,COc1ccc(C(C)=O)c(O)c1,3:7,333.15,38.81
[Cl-].C[N+](C)(C)CCO,CCC(O)CO,1:4,305.00,33.70
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:2,308.15,71.11
[Cl-].[Cl-].[Zn++],OCCCCCCO,1:3,299.98,47.11
CC(C)C1CCC(C)CC1O,CCCCCCCC(O)=O,2:1,328.48,19.19
[Cl-].C[N+](C)(C)CCO,OCCCCO,1:19,309.00,45.40
[Cl-].[Cl-].[Zn++],OCCCCCCO,1:3,300.99,46.59
[Cl-].[Cl-].[Zn++],CC(N)=O,1:4,303.00,50.49
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,CN(CCO)CCO,1:16,353.15,39.19
NCCCN,OCCCCO,1:0.09,308.15,40.55
[Br-].C=CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCOCCOCCO,1:10,313.15,44.33
[Br-].CCCC[N+](CCCC)(CCCC)CCCC,NCCO,1:4,308.15,35.40
[Cl-].CC[NH3+],CC(N)=O,1:1.5,313.15,46.30
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:4,328.15,48.10
[Cl-].C[N+](C)(C)CCO,CC(O)C(C)O,1:4,295.00,35.40
[Cl-].C[N+](C)(C)CCO,CCC(O)CO,1:9,309.00,31.90
