smiles,smiles,ratio,temperature,value,value,value
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,3:1,323.15,0.978,2.9586116577648793,-0.8124792791635369
[Br-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,1:3,323.15,1.15456,1.4595432582804129,0.4899584794248346
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,1:1,298.15,1.272,3.3404500640388486,
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,4:1,333.15,0.968,2.614053105987219,-0.5985994592184559
CC(=O)CCC(O)=O,OC(=O)[C@@H]1CCCN1,2:1,308.15,1.18976,2.8035253955765325,
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,343.15,1.215,2.0561804233421404,
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,313.15,1.248,2.486954433328225,
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1.5:1,348.15,1.2759,2.5478977175630972,
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,1:1,353.15,1.238,1.6748611407378116,
CC(=O)CCC(O)=O,OC(=O)[C@@H]1CCCN1,2:1,323.15,1.17869,2.3416323357780544,
CC(=O)CCC(O)=O,C[N+](C)(C)CC([O-])=O,2:1,308.15,1.15116,2.757623745908389,
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,OCCO,1:3,343.15,1.03288,1.3463529744506386,0.5158738437116791
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,2:1,333.15,0.983,2.4217684012069243,-0.17005330405836405
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,343.15,1.233,1.6312407802355091,
[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,1:2,313.15,1.1141,1.7175040747642019,
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,303.15,1.25,3.2865238318155052,
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,1:1,323.15,1.009,2.2211533219547053,-0.2596373105057561
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,OCC(O)CO,1:3,298.15,1.12997,,-1.0705810742857071
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,298.15,1.243,3.5772274661539054,
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,293.15,1.275,2.9979714575308813,
[Cl-].C[N+](C)(C)CCO,OC(=O)CCCC(O)=O,1:1,318.15,1.176,2.738384123512156,
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,348.15,1.223,1.78738962135211,
[Cl-].C[N+](C)(C)CCO,OCCO,1:2,358.15,1.08303,,
[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,1:2,333.15,1.1026,1.3322364154914432,
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OC(=O)Cc1ccccc1,1:2,293.15,1.04355,2.6340740254874686,-0.9157813132607613
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,1:1,308.15,1.255,3.42453373519838,
[Cl-].C[N+](C)(C)CCO,OCCO,1:2,363.15,1.08028,0.8518696007297664,1.6255182289716377
[Cl-].C[N+](C)(C)CCO,OCCO,1:2,343.15,1.09131,1.0413926851582251,1.453624073591451
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,3:1,343.15,0.966,2.388633969351789,-0.549750891680639
[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCC(O)CO,1:2,308.15,1.036,2.60422605308447,
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:2,363.15,1.1495,1.2919590541983488,
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,348.15,1.246,1.8112397727532894,
[Cl-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,1:3,338.15,1.06574,,0.7193312869837266
[Cl-].C(c1ccccc1)[P+](c2ccccc2)(c3ccccc3)c4ccccc4,OCC(O)CO,1:5,328.15,,2.7432745235119333,-0.7883455994468176
[Cl-].C[N+](C)(C)CCO,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1:1,303.15,1.2794,4.13786028215286,-1.198596289982645
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,328.15,1.207,2.146252102092995,
[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCC(O)CO,1:2,338.15,1.0168,1.8904210188009143,
[Br-].CCCC[N+](CCCC)(CCCC)CCCC,CC(=O)CCC(O)=O,1:3,308.15,1.08987,,-0.37675070960209955
CC(=O)CCC(O)=O,OC(=O)[C@@H]1CCCN1,2:1,338.15,1.16768,1.975431808509263,
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,1:1,348.15,1.231,2.080482179068043,
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCC(O)CO,1:1.75,318.15,1.2759,2.9479725792457803,-0.2557070168773237
[Br-].CCCC[N+](CCCC)(CCCC)CCCC,CC(=O)CCC(O)=O,1:3,323.15,1.07877,1.727378569451489,-0.036212172654444715
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,353.15,1.219,1.5920656704322471,
[Cl-].CC(=O)OCC[N+](C)(C)C,CC(=O)CCC(O)=O,1:3,323.15,1.12182,1.4994121256722754,0.36172783601759284
[Cl-].C[N+](C)(C)CCO,OCCCCO,1:4,303.15,1.041,1.6720978579357175,0.38560627359831223
[Br-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,1:3,298.15,1.17362,,-0.00877392430750515
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,CC(O)C(O)=O,1:3,313.15,1.10636,2.8923729073984363,-1.1487416512809248
CC(=O)CCC(O)=O,OC(=O)[C@@H]1CCCN1,2:1,303.15,1.19351,2.9800033715837464,
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,303.15,1.269,2.6461389513735196,
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,318.15,1.241,2.705607163404605,
CC(O)C(O)=O,OC(=O)[C@@H]1CCCN1,1:1,313.15,1.25105,,
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,348.15,1.229,1.679609571779756,
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1.5:1,328.15,1.2873,3.104179718720652,
Cl.CN(C)C,CC(=O)CCC(O)=O,1:3,293.15,1.11585,1.869349080759093,0.13033376849500614
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,353.15,1.227,1.5919545550467356,
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,348.15,1.223,1.8709888137605752,
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,OCC(O)CO,1:3,328.15,1.11139,2.400710636773231,-0.3187587626244128
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,2.5:1,348.15,1.2324,2.512550992904211,
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:4,348.15,1.1972,0.25527250510330607,0.4548448600085102
CC(=O)CCC(O)=O,C[N+](C)(C)CC([O-])=O,2:1,298.15,1.15832,3.1277525158329733,
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,Oc1ccccc1,1:3,298.15,1.05698,2.5814945422908995,-0.530177984021837
CC(O)C(O)=O,C[N+](C)(C)CC([O-])=O,2:1,298.15,1.2014,3.1024337056813365,
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,1:1,303.15,1.021,2.7354392032514814,-0.6420651529995461
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,293.15,1.266,3.1399105558756824,
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCO,1:4,293.15,1.145,1.9311017456326387,-2.694648630553376
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,OCC(O)CO,1:3,338.15,1.10524,2.118595365223762,-0.13018179202067184
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCO,1:3,353.15,1.091,1.0293837776852097,-2.207608310501746
[Cl-].CC(=O)OCC[N+](C)(C)C,CC(=O)CCC(O)=O,1:3,298.15,1.14058,,-0.17392519729917355
[Cl-].C[N+](C)(C)CCO,OC(=O)CC(O)=O,1:1,328.15,1.212,2.3688445068258215,
[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCC(O)CO,1:2,333.15,1.02,1.990782691803138,
[Cl-].C[N+](C)(C)CCO,Cc1ccccc1O,1:5,298.2,1.0631,1.54282542695918,0.16136800223497488
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,1:1,348.15,1.241,1.774224904868919,
[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCCO,1:2,333.15,0.9822,1.545307116465824,
[Cl-].C(c1ccccc1)[P+](c2ccccc2)(c3ccccc3)c4ccccc4,OCCO,1:3,368.15,,1.5550944485783191,-1.8664610916297826
[Cl-].C[N+](C)(C)CCO,OCCOCCOCCO,1:4,303.15,1.1202,1.6434526764861874,0.269045709657623
Cl.CN(C)C,CC(=O)CCC(O)=O,1:3,313.15,1.10066,1.4077307280263354,0.5250448070368452
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,2:1,323.15,0.989,2.69284691927723,-0.3391345219961308
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,293.15,1.275,3.3995993140606116,
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,NC(=O)C(F)(F)F,1:8,338.15,1.3504,1.2201080880400552,0.6211762817750351
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,338.15,1.229,2.1095785469043866,
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,338.15,1.243,2.0463390556048093,
[Cl-].C[N+](C)(C)CCO,OC(=O)CCCC(O)=O,1:1,343.15,1.161,2.2000292665537704,
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,348.15,1.232,1.5996647787884168,
[Cl-].C[N+](C)(C)CCO,Oc1ccccc1,1:3,298.2,1.0921,1.6497241859295224,0.49692964807321494
[Cl-].C[N+](C)(C)CCO,NC(N)=O,1:2,313.15,1.1887,2.37671616444513,
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCC(O)CO,1:5,333.15,1.014,1.8943160626844384,0.05499586152914153
[Cl-].C(c1ccccc1)[P+](c2ccccc2)(c3ccccc3)c4ccccc4,OCC(O)CO,1:5,358.15,,1.8779469516291882,-1.8210230527068305
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCC(O)CO,1:1.75,298.15,1.2899,,-0.7819899570156366
[Cl-].C(c1ccccc1)[P+](c2ccccc2)(c3ccccc3)c4ccccc4,OCCO,1:3,338.15,,1.9319661147281726,-0.7013652168755644
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,1:1,333.15,1.003,2.0034605321095063,-0.09420411963213146
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,3:1,303.15,0.99,,-1.3010299956639813
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,2.5:1,298.15,1.259,4.246633968967703,
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,343.15,1.226,1.7826159320316035,
[Br-].CCCC[N+](CCCC)(CCCC)CCCC,CC(=O)CCC(O)=O,1:3,338.15,1.06837,,0.2380461031287954
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,308.15,1.261,2.8481521541859887,
CC(O)C(O)=O,OC(=O)[C@@H]1CCCN1,1:1,303.15,1.25807,,
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,293.15,1.255,3.751648559115707,
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,353.15,1.243,1.7160868537748322,
[Cl-].C[N+](C)(C)CCO,Oc1ccccc1,1:6,318.2,1.0717,0.9758911364017928,0.8234742291703011
[Cl-].C[N+](C)(C)CCO,OCC(O)=O,1:1,338.15,1.172,1.8262692193937262,
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCO,1:2,288.15,0.99535,2.335858911319818,-0.01592296609716924
[Cl-].C(c1ccccc1)[P+](c2ccccc2)(c3ccccc3)c4ccccc4,OCCO,1:3,328.15,,2.305136318943639,-0.3142582613977364
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,4:1,313.15,0.98,3.278845021747168,-0.9665762445130504
[Cl-].C[N+](C)(C)CCO,Cc1ccc(O)cc1,1:2,308.15,1.05994,1.76767522402796,
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,2:1,318.15,1.2669,3.390405156480081,
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,333.15,1.232,2.0042353663594676,
[Cl-].C[N+](C)(C)CCO,Cc1ccc(O)cc1,1:2,298.15,1.06807,2.0087704499377526,
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCO,1:3,313.15,1.117,1.6548500905613943,-2.5331323796458904
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCOCCOCCO,1:1,343.15,0.997,1.8331471119127851,0.04139268515822508
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,313.15,1.215,2.5891562058930924,
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:4,328.15,1.2114,1.294466226161593,0.27461961909123805
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,323.15,1.247,2.096666739975382,
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,323.15,1.252,2.409392030619153,
[Cl-].C[N+](C)(C)CCO,Oc1ccccc1,1:6,308.2,1.0782,1.1386184338994925,0.6875289612146344
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:2,323.15,1.177,1.911634271676981,
[Cl-].C[N+](C)(C)CCO,Oc1ccccc1,1:3,293.2,1.0948,1.7622282842864745,0.37657695705651195
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,NC(=O)C(F)(F)F,1:8,298.15,1.3947,2.1351326513767748,-0.07160414774328619
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCO,1:3,293.15,1.13,2.0211892990699383,-2.8130436645345878
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,OCCO,1:3,338.15,1.03595,1.4313637641589874,0.4653828514484183
[Cl-].C[N+](C)(C)CCO,OCC(O)=O,1:1,308.15,1.189,2.4632956099620027,
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,338.15,1.229,1.8890214220952248,
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCC(O)CO,1:4,333.15,1.004,1.8109042806687004,0.11727129565576427
[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,1:3,313.15,1.1517,2.276898177205339,
[Cl-].C[N+](C)(C)CCO,Cc1ccc(O)cc1,1:2,323.15,1.04757,1.4598446423882079,
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,1:1,338.15,1.256,1.9023293058583188,
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,CC(O)C(O)=O,1:3,318.15,1.10271,2.689486448364248,-0.9871627752948278
[Cl-].C[N+](C)(C)CCO,Cc1ccc(O)cc1,1:2,313.15,1.05576,1.6610550848533787,
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,1:1,338.15,1.247,1.995766779049974,
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,328.15,1.235,2.1291418457922853,
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1.5:1,358.15,1.2697,2.373095987078727,
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,1:1,328.15,1.262,2.128915978453837,
[Cl-].C[N+](C)(C)CCO,CC(=O)CCC(O)=O,1:2,308.15,1.131,2.0881360887005513,0.13987908640123647
CC(O)C(O)=O,C[N+](C)(C)CC([O-])=O,5:1,343.15,1.16959,1.3138672203691535,
[Cl-].C[N+](C)(C)CCO,OCCO,1:2,348.15,1.08855,,
CC(=O)CCC(O)=O,OC(=O)[C@@H]1CCCN1,2:1,328.15,1.17501,2.2065560440990297,
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:4,358.15,1.19,,0.5289167002776547
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,298.15,1.267,3.1938394819730918,
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,303.15,1.26,2.731967298515282,
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1.5:1,298.15,1.3036,4.1062759113543015,
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCCO,1:4,338.15,1.2043,0.7323937598229685,0.3692158574101428
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCC(O)CO,1:5,313.15,1.027,2.416640507338281,-0.30803489723263966
[Cl-].C[N+](C)(C)CCO,OC(=O)C(O)=O,1:1,298.15,1.259,3.951968584492911,
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCO,1:2,323.15,0.97391,1.5550944485783191,0.4099331233312945
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCO,1:4,343.15,1.112,1.1717264536532312,-2.211124884224583
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,2:1,358.15,1.2419,2.111598524880394,
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,1:1,318.15,1.259,2.557194300943596,
[Cl-].C[N+](C)(C)CCO,OC(CC(O)=O)C(O)=O,1:1,303.15,1.2796,4.0597526942092985,-1.3829996588791011
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,298.15,1.263,3.0279323538206535,
[Cl-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,1:3,323.15,1.07612,1.4324882557705063,0.5024271199844327
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,323.15,1.209,2.2829618035343353,
[Cl-].C[N+](C)(C)CCO,Oc1ccc(Cl)cc1,1:2,293.15,1.20314,2.2320808424413725,
[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCCO,1:2,313.15,0.9951,1.9068735347220704,
CC(O)C(O)=O,OC(=O)[C@@H]1CCCN1,1:1,308.15,1.25456,,
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,353.15,1.203,1.303412070596742,
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,338.15,1.235,1.8729134416203952,
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OC(=O)Cc1ccccc1,1:2,318.15,1.02734,1.9206450014067875,-0.41341269532824504
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,338.15,1.229,2.007491733295336,
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,1:1,353.15,1.228,1.9621324692982356,
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,1:1,303.15,1.26,2.827252928592201,
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,1:1,348.15,1.251,1.7032053706954864,
[Cl-].CC[N+](CC)(CC)CC,CC(=O)CCC(O)=O,1:3,313.15,1.08328,1.5918434112247846,0.33243845991560533
[Cl-].C[N+](C)(C)CCO,OC(=O)C(O)=O,1:1,348.15,1.224,2.318689269947746,
[Cl-].CC(=O)OCC[N+](C)(C)C,CC(=O)CCC(O)=O,1:3,328.15,1.11791,,0.4409090820652177
[Cl-].C[N+](C)(C)CCO,Oc1ccccc1,1:5,303.2,1.0838,1.295567099962479,0.6283889300503115
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCO,1:4,303.15,1.138,1.7551122663950711,-2.5654310959658013
[Br-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,OCCO,1:2,328.15,0.9854,1.6294095991027189,
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCC(O)CO,1:3,343.15,0.982,1.7535830588929067,0.17897694729316943
[Cl-].C[N+](C)(C)CCO,Oc1ccccc1,1:4,298.2,1.0893,1.498999363580153,0.5378190950732742
[Cl-].C[N+](C)(C)CCO,Oc1ccccc1,1:4,308.2,1.0819,1.3064250275506875,0.705007959333336
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OC(=O)Cc1ccccc1,1:2,328.15,1.02074,1.7092699609758308,-0.2620126736665692
[Cl-].CC(=O)OCC[N+](C)(C)C,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,1:1,333.15,1.24,1.8461514765288154,
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCO,1:3,323.15,1.11,1.4679039465228003,-2.4122890349810886
[Cl-].C[N+](C)(C)CCO,OC(=O)CCCC(O)=O,1:1,293.15,1.191,3.4724638966069894,
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,313.15,1.234,2.960280464436642,
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,OCC(O)CO,1:3,318.15,1.11751,2.715418322595056,-0.5391021572434522
[Cl-].C[N+](C)(C)CCO,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,328.15,1.249,2.2803734661501194,
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,OCC(O)CO,1:1.75,278.15,,,-1.4259687322722812
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,CC(O)C(O)=O,1:3,328.15,1.09566,2.3336487565147013,-0.6968039425795111
[Cl-].C[N+](C)(C)CCO,NC(N)=O,1:2,333.15,1.1773,1.8366266236824615,
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OC(=O)Cc1ccccc1,1:2,303.15,1.03714,2.312811826212088,-0.6882461389442457
[Cl-].CCCC[N+](CCCC)(CCCC)CCCC,OCCO,1:2,338.15,0.96478,1.3096301674258988,0.5490032620257879
[Cl-].C[N+](C)(C)CCO,NC(N)=O,1:2,293.15,1.2001,3.1373452164728355,
[Cl-].C[N+](C)(C)CCO,OC(=O)CC(O)=O,1:1,293.15,1.234,3.3044905277734875,
[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1cncn1,1:1,323.15,1.1193,1.9193919267738593,
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,NC(=O)C(F)(F)F,1:8,358.15,1.3282,-0.045757490560675115,0.7403626894942439
CC(=O)CCC(O)=O,OC(=O)[C@@H]1CCCN1,2:1,333.15,1.17134,2.094471128641645,
[Cl-].C[N+](C)(CCO)Cc1ccccc1,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,1:1,353.15,1.209,1.8346114207226871,
[Cl-].CC(=O)OCC[N+](C)(C)C,[nH]1ccnc1,1:1.5,343.15,1.1052,1.2711443179490785,
[Cl-].CCC[N+](CCC)(CCC)Cc1ccccc1,Oc1ccccc1,1:3,333.15,1.03412,1.513217600067939,0.13956426617584977
[Cl-].C[N+](C)(C)CCO,OCC(O)CO,1:2,303.15,1.1854,2.247973266361807,0.21669359916975436
[Cl-].C[N+](C)(C)CCO,Cc1ccc(O)cc1,1:2,328.15,1.04401,1.3754807146185724,
